sale_id,date,customer_id,product_id,category,quantity,unit_price,discount,total_amount,payment_method,store_location
SALE-000120,2026-03-28 04:17:05,CUS-008996,PROD-0153,Hogar,1,976.55,0.0,976.55,Tarjeta CMR,Lima Centro
SALE-000121,2026-02-08 15:45:08,CUS-004002,PROD-0259,Hogar,2,850.21,0.0,1700.42,Tarjeta CMR,Online
SALE-000122,2026-02-17 06:40:44,CUS-009849,PROD-0965,Calzado,1,291.11,0.15,247.44,App Fpay,Miraflores
SALE-000123,2026-03-14 02:18:31,CUS-003115,PROD-0866,Moda,1,130.59,0.0,130.59,Tarjeta CMR,Miraflores
SALE-000124,2026-05-11 02:03:46,CUS-008639,PROD-0055,Moda,3,78.68,0.15,200.63,App Fpay,Lima Centro
SALE-000125,2026-03-21 14:05:49,CUS-009299,PROD-0391,Moda,1,291.6,0.0,291.6,App Fpay,Miraflores
SALE-000126,2026-01-26 07:20:04,CUS-000937,PROD-0154,Hogar,1,384.95,0.0,384.95,Tarjeta CMR,Lima Centro
SALE-000127,2026-03-20 06:24:15,CUS-003307,PROD-0739,Hogar,2,724.25,0.0,1448.5,Tarjeta CMR,Online
SALE-000128,2026-04-05 07:41:16,CUS-002472,PROD-0446,Tecnología,1,4297.05,0.0,4297.05,Efectivo,Miraflores
SALE-000129,2026-04-10 14:34:22,CUS-000430,PROD-0943,Moda,1,96.07,0.0,96.07,App Fpay,San Isidro
SALE-000130,2026-02-07 16:43:46,CUS-005010,PROD-0509,Tecnología,3,2513.24,0.0,7539.72,Efectivo,Lima Centro
SALE-000131,2026-02-09 22:21:52,CUS-000538,PROD-0179,Electrohogar,1,3867.65,0.15,3287.5,Débito,San Isidro
SALE-000132,2026-01-06 01:14:46,CUS-007567,PROD-0164,Calzado,2,277.9,0.15,472.43,Débito,Lima Centro
SALE-000133,2026-02-06 07:18:57,CUS-000481,PROD-0513,Tecnología,1,1361.47,0.0,1361.47,App Fpay,Online
SALE-000134,2026-01-15 12:32:11,CUS-009599,PROD-0751,Calzado,1,221.13,0.15,187.96,Tarjeta CMR,San Isidro
SALE-000135,2026-04-03 04:48:20,CUS-006637,PROD-0353,Calzado,2,125.48,0.0,250.96,Efectivo,Online
SALE-000136,2026-02-06 07:16:31,CUS-001251,PROD-0682,Moda,1,98.89,0.0,98.89,App Fpay,Online
SALE-000137,2026-02-07 04:26:35,CUS-007177,PROD-0059,Hogar,1,170.49,0.15,144.92,Tarjeta CMR,Lima Centro
SALE-000138,2026-01-18 08:17:26,CUS-001894,PROD-0055,Moda,1,78.68,0.0,78.68,Tarjeta CMR,Online
SALE-000139,2026-02-23 08:32:24,CUS-003944,PROD-0063,Calzado,1,500.16,0.15,425.14,App Fpay,San Isidro
SALE-000140,2026-03-24 17:34:21,CUS-007347,PROD-0843,Moda,1,43.73,0.0,43.73,Efectivo,Online
SALE-000141,2026-02-21 15:34:04,CUS-009087,PROD-0787,Moda,3,257.64,0.0,772.92,Efectivo,Online
SALE-000142,2026-01-06 12:11:23,CUS-006104,PROD-0348,Electrohogar,2,4042.45,0.0,8084.9,Efectivo,Online
SALE-000143,2026-02-24 05:01:27,CUS-002897,PROD-0823,Tecnología,1,5334.85,0.0,5334.85,Débito,Online
SALE-000144,2026-03-17 11:32:19,CUS-001685,PROD-0323,Hogar,1,34.37,0.0,34.37,Efectivo,Lima Centro
SALE-000145,2026-03-14 05:14:25,CUS-003507,PROD-0130,Hogar,1,782.75,0.15,665.34,Débito,Online
SALE-000146,2026-02-12 11:23:41,CUS-009328,PROD-0470,Calzado,4,383.86,0.15,1305.12,Tarjeta CMR,San Isidro
SALE-000147,2026-01-07 06:44:48,CUS-005955,PROD-0514,Hogar,2,313.67,0.0,627.34,Débito,Online
SALE-000148,2026-03-05 11:51:06,CUS-001327,PROD-0030,Calzado,1,430.64,0.0,430.64,Tarjeta CMR,San Isidro
SALE-000149,2026-04-17 13:28:34,CUS-009361,PROD-0126,Hogar,4,1148.8,0.0,4595.2,Tarjeta CMR,Online
SALE-000150,2026-03-04 23:22:50,CUS-001371,PROD-0916,Moda,1,331.56,0.0,331.56,Débito,San Isidro
SALE-000151,2026-04-24 21:53:13,CUS-002869,PROD-0627,Electrohogar,3,3160.78,0.15,8059.99,Efectivo,Lima Centro
SALE-000152,2026-01-02 14:41:35,CUS-008696,PROD-0464,Hogar,1,720.0,0.0,720.0,Débito,Online
SALE-000153,2026-01-01 15:29:00,CUS-008745,PROD-0409,Moda,2,297.49,0.0,594.98,Tarjeta CMR,San Isidro
SALE-000154,2026-04-15 03:59:03,CUS-002232,PROD-0752,Tecnología,1,968.51,0.0,968.51,App Fpay,Lima Centro
SALE-000155,2026-04-26 05:53:39,CUS-006640,PROD-0330,Electrohogar,4,2751.0,0.0,11004.0,Tarjeta CMR,Online
SALE-000156,2026-02-14 20:08:15,CUS-007543,PROD-0482,Hogar,1,654.55,0.0,654.55,App Fpay,Online
SALE-000157,2026-02-13 18:01:00,CUS-000405,PROD-0220,Tecnología,4,5577.06,0.0,22308.24,App Fpay,Online
SALE-000158,2026-03-16 03:48:22,CUS-008314,PROD-0412,Hogar,1,614.64,0.0,614.64,Tarjeta CMR,Online
SALE-000159,2026-02-12 19:50:02,CUS-005803,PROD-0359,Tecnología,1,3383.14,0.0,3383.14,App Fpay,San Isidro
SALE-000160,2026-04-18 03:30:07,CUS-006783,PROD-0702,Moda,1,299.63,0.0,299.63,Débito,Online
SALE-000161,2026-01-04 17:24:47,CUS-009839,PROD-0383,Tecnología,1,2791.74,0.0,2791.74,App Fpay,Miraflores
SALE-000162,2026-02-21 11:21:35,CUS-004288,PROD-0691,Hogar,1,172.91,0.0,172.91,Débito,Lima Centro
SALE-000163,2026-01-23 07:07:07,CUS-001145,PROD-0192,Tecnología,1,1344.72,0.15,1143.01,Efectivo,Lima Centro
SALE-000164,2026-04-08 10:39:42,CUS-003586,PROD-0665,Electrohogar,1,579.54,0.0,579.54,Tarjeta CMR,San Isidro
SALE-000165,2026-01-30 12:18:37,CUS-003581,PROD-0117,Calzado,2,301.58,0.0,603.16,Efectivo,Lima Centro
SALE-000166,2026-03-28 06:45:45,CUS-006533,PROD-0768,Electrohogar,1,1187.55,0.15,1009.42,Efectivo,San Isidro
SALE-000167,2026-02-15 18:54:38,CUS-006331,PROD-0850,Moda,1,151.72,0.0,151.72,Débito,Lima Centro
SALE-000168,2026-04-25 03:56:44,CUS-007246,PROD-1000,Hogar,1,300.15,0.0,300.15,Débito,Lima Centro
SALE-000169,2026-02-01 22:38:30,CUS-000266,PROD-0706,Electrohogar,1,3040.32,0.0,3040.32,Débito,Lima Centro
SALE-000170,2026-02-20 18:44:44,CUS-009063,PROD-0897,Moda,2,184.04,0.0,368.08,Efectivo,Lima Centro
SALE-000171,2026-04-16 09:17:00,CUS-005172,PROD-0716,Electrohogar,1,1851.06,0.0,1851.06,Tarjeta CMR,Online
SALE-000172,2026-01-03 19:00:18,CUS-008186,PROD-0797,Hogar,1,854.12,0.0,854.12,Efectivo,Lima Centro
SALE-000173,2026-03-30 15:25:45,CUS-003711,PROD-0620,Tecnología,1,1537.18,0.0,1537.18,Tarjeta CMR,Lima Centro
SALE-000174,2026-04-08 22:05:38,CUS-004758,PROD-0331,Tecnología,1,4188.63,0.0,4188.63,App Fpay,Miraflores
SALE-000175,2026-01-29 11:15:53,CUS-000834,PROD-0339,Hogar,1,152.09,0.0,152.09,Tarjeta CMR,Online
SALE-000176,2026-04-05 04:53:32,CUS-002473,PROD-0226,Tecnología,1,4997.51,0.15,4247.88,Tarjeta CMR,Lima Centro
SALE-000177,2026-03-30 21:07:32,CUS-000294,PROD-0010,Calzado,1,433.28,0.15,368.29,App Fpay,Online
SALE-000178,2026-01-31 02:24:22,CUS-006052,PROD-0951,Moda,1,54.6,0.0,54.6,Débito,Online
SALE-000179,2026-03-14 23:33:32,CUS-000268,PROD-0457,Moda,4,198.28,0.15,674.15,Efectivo,Online
SALE-000180,2026-04-21 12:00:48,CUS-005506,PROD-0780,Moda,1,129.97,0.0,129.97,Efectivo,Lima Centro
SALE-000181,2026-03-30 10:44:44,CUS-005448,PROD-0326,Moda,3,106.37,0.0,319.11,Tarjeta CMR,Miraflores
SALE-000182,2026-01-27 08:22:33,CUS-000730,PROD-0776,Tecnología,1,3392.93,0.0,3392.93,App Fpay,Online
SALE-000183,2026-01-06 10:10:28,CUS-006532,PROD-0351,Calzado,2,506.51,0.0,1013.02,Débito,Miraflores
SALE-000184,2026-01-27 10:37:55,CUS-004463,PROD-0862,Calzado,1,346.06,0.15,294.15,App Fpay,Lima Centro
SALE-000185,2026-01-31 13:48:04,CUS-008089,PROD-0077,Electrohogar,1,3092.92,0.0,3092.92,Débito,Lima Centro
SALE-000186,2026-04-14 23:22:09,CUS-000415,PROD-0335,Tecnología,2,1537.17,0.0,3074.34,App Fpay,San Isidro
SALE-000187,2026-04-06 22:21:54,CUS-005405,PROD-0152,Moda,2,176.42,0.15,299.91,Débito,Online
SALE-000188,2026-02-11 21:19:08,CUS-007633,PROD-0049,Calzado,1,156.11,0.0,156.11,Efectivo,San Isidro
SALE-000189,2026-05-03 13:44:24,CUS-003829,PROD-0762,Tecnología,3,1671.91,0.15,4263.37,Efectivo,Online
SALE-000190,2026-04-16 12:04:30,CUS-001023,PROD-0843,Moda,1,43.73,0.15,37.17,Tarjeta CMR,Miraflores
SALE-000191,2026-02-01 11:12:38,CUS-007014,PROD-0955,Hogar,1,117.8,0.0,117.8,Tarjeta CMR,Miraflores
SALE-000192,2026-02-28 23:18:29,CUS-009148,PROD-0961,Calzado,1,351.33,0.0,351.33,Débito,San Isidro
SALE-000193,2026-02-22 20:27:23,CUS-000947,PROD-0574,Moda,1,163.47,0.0,163.47,App Fpay,Lima Centro
SALE-000194,2026-04-22 17:59:11,CUS-002656,PROD-0690,Moda,1,66.23,0.0,66.23,Débito,Lima Centro
SALE-000195,2026-02-15 00:07:04,CUS-001265,PROD-0128,Tecnología,1,4409.0,0.0,4409.0,App Fpay,Miraflores
SALE-000196,2026-04-10 14:44:54,CUS-005410,PROD-0857,Moda,2,292.83,0.15,497.81,App Fpay,Miraflores
SALE-000197,2026-03-14 15:23:27,CUS-004747,PROD-0028,Calzado,2,154.05,0.15,261.88,Tarjeta CMR,Online
SALE-000198,2026-01-07 19:27:10,CUS-004530,PROD-0066,Electrohogar,1,3835.2,0.0,3835.2,Débito,Online
SALE-000199,2026-03-14 08:46:43,CUS-009929,PROD-0595,Tecnología,1,463.78,0.0,463.78,Tarjeta CMR,Lima Centro
SALE-000200,2026-04-29 18:49:10,CUS-001145,PROD-0722,Calzado,2,226.29,0.0,452.58,App Fpay,San Isidro
SALE-000201,2026-04-26 07:31:35,CUS-001312,PROD-0978,Tecnología,1,1012.17,0.0,1012.17,Débito,San Isidro
SALE-000202,2026-04-09 16:35:48,CUS-008384,PROD-0613,Hogar,2,849.75,0.15,1444.58,Efectivo,Online
SALE-000203,2026-01-30 16:33:50,CUS-008678,PROD-0204,Tecnología,1,4016.84,0.0,4016.84,Tarjeta CMR,Miraflores
SALE-000204,2026-01-18 12:38:17,CUS-006516,PROD-0194,Calzado,2,289.6,0.0,579.2,Efectivo,San Isidro
SALE-000205,2026-03-05 10:59:19,CUS-009340,PROD-0495,Hogar,1,210.51,0.15,178.93,Débito,Miraflores
SALE-000206,2026-04-02 21:03:07,CUS-005377,PROD-0776,Tecnología,1,3392.93,0.0,3392.93,Débito,Miraflores
SALE-000207,2026-02-17 15:49:23,CUS-004980,PROD-0043,Calzado,1,438.45,0.15,372.68,Tarjeta CMR,Miraflores
SALE-000208,2026-04-13 22:39:43,CUS-008198,PROD-0801,Moda,3,329.88,0.0,989.64,Tarjeta CMR,Miraflores
SALE-000209,2026-03-19 13:27:05,CUS-002983,PROD-0251,Electrohogar,1,2355.24,0.0,2355.24,Débito,Miraflores
SALE-000210,2026-04-23 08:37:14,CUS-007259,PROD-0918,Calzado,2,118.8,0.0,237.6,Débito,Miraflores
