product_id,product_name,category,base_price,stock
PROD-0103,Electrohogar Item 103,Electrohogar,3536.45,369
PROD-0104,Tecnología Item 104,Tecnología,4592.42,54
PROD-0105,Hogar Item 105,Hogar,386.56,301
PROD-0106,Electrohogar Item 106,Electrohogar,1664.14,161
PROD-0107,Tecnología Item 107,Tecnología,1973.84,32
PROD-0108,Electrohogar Item 108,Electrohogar,2146.57,459
PROD-0109,Moda Item 109,Moda,162.06,7
PROD-0110,Electrohogar Item 110,Electrohogar,885.8,11
PROD-0111,Moda Item 111,Moda,68.49,351
PROD-0112,Hogar Item 112,Hogar,698.13,479
PROD-0113,Moda Item 113,Moda,130.11,233
PROD-0114,Hogar Item 114,Hogar,756.49,365
PROD-0115,Hogar Item 115,Hogar,60.04,206
PROD-0116,Moda Item 116,Moda,224.1,304
PROD-0117,Calzado Item 117,Calzado,301.58,346
PROD-0118,Electrohogar Item 118,Electrohogar,3245.85,440
PROD-0119,Hogar Item 119,Hogar,822.46,472
PROD-0120,Moda Item 120,Moda,153.88,484
PROD-0121,Moda Item 121,Moda,47.5,366
PROD-0122,Calzado Item 122,Calzado,536.78,144
PROD-0123,Moda Item 123,Moda,121.95,490
PROD-0124,Electrohogar Item 124,Electrohogar,1687.77,213
PROD-0125,Moda Item 125,Moda,216.98,10
PROD-0126,Hogar Item 126,Hogar,1148.8,101
PROD-0127,Hogar Item 127,Hogar,81.53,57
PROD-0128,Tecnología Item 128,Tecnología,4409.0,60
PROD-0129,Electrohogar Item 129,Electrohogar,1002.73,181
PROD-0130,Hogar Item 130,Hogar,782.75,335
PROD-0131,Moda Item 131,Moda,38.24,296
PROD-0132,Tecnología Item 132,Tecnología,2620.61,196
PROD-0133,Calzado Item 133,Calzado,204.44,215
PROD-0134,Tecnología Item 134,Tecnología,5469.37,93
PROD-0135,Hogar Item 135,Hogar,48.67,367
PROD-0136,Hogar Item 136,Hogar,825.25,203
PROD-0137,Moda Item 137,Moda,281.5,116
PROD-0138,Electrohogar Item 138,Electrohogar,566.38,277
PROD-0139,Calzado Item 139,Calzado,297.3,490
PROD-0140,Moda Item 140,Moda,73.51,320
PROD-0141,Hogar Item 141,Hogar,120.99,91
PROD-0142,Hogar Item 142,Hogar,60.04,443
PROD-0143,Hogar Item 143,Hogar,986.54,174
PROD-0144,Hogar Item 144,Hogar,909.12,162
PROD-0145,Electrohogar Item 145,Electrohogar,3131.47,5
PROD-0146,Tecnología Item 146,Tecnología,3399.71,496
PROD-0147,Tecnología Item 147,Tecnología,4818.17,441
PROD-0148,Tecnología Item 148,Tecnología,6505.16,463
PROD-0149,Calzado Item 149,Calzado,447.78,184
PROD-0150,Tecnología Item 150,Tecnología,4018.81,141
PROD-0151,Moda Item 151,Moda,305.45,191
PROD-0152,Moda Item 152,Moda,176.42,234
PROD-0153,Hogar Item 153,Hogar,976.55,459
PROD-0154,Hogar Item 154,Hogar,384.95,81
PROD-0155,Calzado Item 155,Calzado,159.97,457
PROD-0156,Electrohogar Item 156,Electrohogar,4301.77,416
PROD-0157,Hogar Item 157,Hogar,847.28,407
PROD-0158,Electrohogar Item 158,Electrohogar,3056.47,43
PROD-0159,Moda Item 159,Moda,148.67,374
PROD-0160,Moda Item 160,Moda,73.29,378
PROD-0161,Electrohogar Item 161,Electrohogar,4495.25,9
PROD-0162,Hogar Item 162,Hogar,272.29,434
PROD-0163,Hogar Item 163,Hogar,378.45,22
PROD-0164,Calzado Item 164,Calzado,277.9,493
PROD-0165,Hogar Item 165,Hogar,977.28,338
PROD-0166,Tecnología Item 166,Tecnología,6763.09,53
PROD-0167,Electrohogar Item 167,Electrohogar,1067.57,199
PROD-0168,Moda Item 168,Moda,204.74,158
PROD-0169,Electrohogar Item 169,Electrohogar,3449.32,339
PROD-0170,Tecnología Item 170,Tecnología,1303.03,149
PROD-0171,Moda Item 171,Moda,202.71,182
PROD-0172,Tecnología Item 172,Tecnología,6814.73,96
PROD-0173,Electrohogar Item 173,Electrohogar,3889.24,331
PROD-0174,Calzado Item 174,Calzado,568.39,182
PROD-0175,Hogar Item 175,Hogar,217.5,264
PROD-0176,Electrohogar Item 176,Electrohogar,1218.49,276
PROD-0177,Tecnología Item 177,Tecnología,1314.78,454
PROD-0178,Electrohogar Item 178,Electrohogar,2559.97,451
PROD-0179,Electrohogar Item 179,Electrohogar,3867.65,32
PROD-0180,Moda Item 180,Moda,126.15,272
PROD-0181,Tecnología Item 181,Tecnología,4276.58,127
PROD-0182,Tecnología Item 182,Tecnología,922.63,167
PROD-0183,Calzado Item 183,Calzado,135.84,428
PROD-0184,Electrohogar Item 184,Electrohogar,2024.79,315
PROD-0185,Moda Item 185,Moda,236.86,178
PROD-0186,Calzado Item 186,Calzado,552.94,61
PROD-0187,Hogar Item 187,Hogar,629.95,424
PROD-0188,Moda Item 188,Moda,248.41,233
PROD-0189,Hogar Item 189,Hogar,423.97,35
PROD-0190,Electrohogar Item 190,Electrohogar,3733.68,398
PROD-0191,Moda Item 191,Moda,114.16,338
PROD-0192,Tecnología Item 192,Tecnología,1344.72,221
PROD-0193,Hogar Item 193,Hogar,680.47,165
PROD-0194,Calzado Item 194,Calzado,289.6,90
PROD-0195,Tecnología Item 195,Tecnología,5683.37,112
PROD-0196,Moda Item 196,Moda,272.58,179
PROD-0197,Calzado Item 197,Calzado,512.44,302
PROD-0198,Calzado Item 198,Calzado,190.7,226
PROD-0199,Hogar Item 199,Hogar,793.36,65
PROD-0200,Calzado Item 200,Calzado,219.17,427
PROD-0201,Electrohogar Item 201,Electrohogar,1780.14,430
PROD-0202,Calzado Item 202,Calzado,217.08,279
PROD-0203,Moda Item 203,Moda,104.21,497
PROD-0204,Tecnología Item 204,Tecnología,4016.84,63
PROD-0205,Moda Item 205,Moda,123.2,234
PROD-0206,Calzado Item 206,Calzado,287.71,281
PROD-0207,Moda Item 207,Moda,245.39,172
PROD-0208,Electrohogar Item 208,Electrohogar,3216.7,472
PROD-0209,Calzado Item 209,Calzado,552.44,433
PROD-0210,Hogar Item 210,Hogar,627.28,217
PROD-0211,Moda Item 211,Moda,237.08,30
PROD-0212,Calzado Item 212,Calzado,456.71,5
PROD-0213,Moda Item 213,Moda,208.41,129
PROD-0214,Tecnología Item 214,Tecnología,2471.29,329
PROD-0215,Hogar Item 215,Hogar,506.33,398
PROD-0216,Calzado Item 216,Calzado,522.69,247
PROD-0217,Moda Item 217,Moda,32.77,387
PROD-0218,Tecnología Item 218,Tecnología,4526.64,338
PROD-0219,Moda Item 219,Moda,133.84,399
PROD-0220,Tecnología Item 220,Tecnología,5577.06,263
PROD-0221,Moda Item 221,Moda,228.93,189
PROD-0222,Electrohogar Item 222,Electrohogar,2723.06,96
PROD-0223,Hogar Item 223,Hogar,926.19,48
PROD-0224,Tecnología Item 224,Tecnología,2443.89,112
PROD-0225,Calzado Item 225,Calzado,187.31,344
PROD-0226,Tecnología Item 226,Tecnología,4997.51,43
PROD-0227,Hogar Item 227,Hogar,509.19,267
PROD-0228,Hogar Item 228,Hogar,677.6,55
PROD-0229,Electrohogar Item 229,Electrohogar,1583.5,214
PROD-0230,Electrohogar Item 230,Electrohogar,1241.03,375
PROD-0231,Hogar Item 231,Hogar,1186.37,483
PROD-0232,Calzado Item 232,Calzado,422.1,174
PROD-0233,Moda Item 233,Moda,140.52,310
PROD-0234,Calzado Item 234,Calzado,212.78,452
PROD-0235,Moda Item 235,Moda,298.31,18
PROD-0236,Calzado Item 236,Calzado,149.28,246
PROD-0237,Moda Item 237,Moda,110.49,386
PROD-0238,Calzado Item 238,Calzado,183.34,140
PROD-0239,Hogar Item 239,Hogar,1013.06,204
PROD-0240,Moda Item 240,Moda,99.07,27
PROD-0241,Calzado Item 241,Calzado,528.73,371
PROD-0242,Hogar Item 242,Hogar,823.24,392
PROD-0243,Moda Item 243,Moda,343.91,315
PROD-0244,Electrohogar Item 244,Electrohogar,3912.2,498
PROD-0245,Hogar Item 245,Hogar,721.06,250
PROD-0246,Moda Item 246,Moda,241.04,184
PROD-0247,Tecnología Item 247,Tecnología,730.86,287
PROD-0248,Tecnología Item 248,Tecnología,5363.4,493
PROD-0249,Hogar Item 249,Hogar,631.84,196
PROD-0250,Electrohogar Item 250,Electrohogar,4202.02,109
PROD-0251,Electrohogar Item 251,Electrohogar,2355.24,107
PROD-0252,Calzado Item 252,Calzado,344.18,269
PROD-0253,Tecnología Item 253,Tecnología,3693.03,405
PROD-0254,Moda Item 254,Moda,278.03,366
PROD-0255,Calzado Item 255,Calzado,151.09,347
PROD-0256,Moda Item 256,Moda,145.76,333
PROD-0257,Calzado Item 257,Calzado,357.01,371
PROD-0258,Hogar Item 258,Hogar,239.03,310
PROD-0259,Hogar Item 259,Hogar,850.21,78
PROD-0260,Tecnología Item 260,Tecnología,1092.55,417
PROD-0261,Hogar Item 261,Hogar,87.38,341
PROD-0262,Electrohogar Item 262,Electrohogar,1621.47,153
PROD-0263,Tecnología Item 263,Tecnología,1146.48,493
PROD-0264,Hogar Item 264,Hogar,836.15,65
PROD-0265,Calzado Item 265,Calzado,167.51,354
PROD-0266,Electrohogar Item 266,Electrohogar,3505.43,348
PROD-0267,Tecnología Item 267,Tecnología,3014.64,318
PROD-0268,Calzado Item 268,Calzado,554.44,490
PROD-0269,Electrohogar Item 269,Electrohogar,1702.59,263
PROD-0270,Moda Item 270,Moda,314.06,47
PROD-0271,Calzado Item 271,Calzado,433.81,208
PROD-0272,Tecnología Item 272,Tecnología,6320.89,74
PROD-0273,Hogar Item 273,Hogar,62.72,3
PROD-0274,Electrohogar Item 274,Electrohogar,878.62,300
PROD-0275,Moda Item 275,Moda,134.54,14
PROD-0276,Tecnología Item 276,Tecnología,3622.19,444
PROD-0277,Electrohogar Item 277,Electrohogar,2191.36,221
PROD-0278,Tecnología Item 278,Tecnología,5865.11,87
PROD-0279,Tecnología Item 279,Tecnología,1727.64,495
PROD-0280,Calzado Item 280,Calzado,190.61,81
PROD-0281,Hogar Item 281,Hogar,1190.36,216
PROD-0282,Calzado Item 282,Calzado,318.88,185
PROD-0283,Tecnología Item 283,Tecnología,6785.33,322
PROD-0284,Calzado Item 284,Calzado,566.26,286
PROD-0285,Hogar Item 285,Hogar,585.94,449
PROD-0286,Tecnología Item 286,Tecnología,5225.56,59
PROD-0287,Electrohogar Item 287,Electrohogar,1915.74,347
PROD-0288,Hogar Item 288,Hogar,830.17,58
PROD-0289,Tecnología Item 289,Tecnología,1584.26,221
PROD-0290,Tecnología Item 290,Tecnología,6316.47,494
PROD-0291,Calzado Item 291,Calzado,95.86,497
PROD-0292,Tecnología Item 292,Tecnología,4607.71,467
PROD-0293,Moda Item 293,Moda,121.16,186
PROD-0294,Calzado Item 294,Calzado,84.95,266
PROD-0295,Calzado Item 295,Calzado,541.1,430
PROD-0296,Moda Item 296,Moda,185.7,70
PROD-0297,Electrohogar Item 297,Electrohogar,3673.33,286
PROD-0298,Tecnología Item 298,Tecnología,6793.77,233
PROD-0299,Calzado Item 299,Calzado,396.44,303
PROD-0300,Electrohogar Item 300,Electrohogar,4222.92,343
PROD-0301,Hogar Item 301,Hogar,401.61,130
PROD-0302,Electrohogar Item 302,Electrohogar,2343.95,177
PROD-0303,Hogar Item 303,Hogar,993.75,269
PROD-0304,Hogar Item 304,Hogar,1136.49,416
PROD-0305,Moda Item 305,Moda,124.26,41
PROD-0306,Hogar Item 306,Hogar,64.62,270
PROD-0307,Calzado Item 307,Calzado,373.48,197
PROD-0308,Hogar Item 308,Hogar,1151.92,314
PROD-0309,Calzado Item 309,Calzado,361.21,78
PROD-0310,Moda Item 310,Moda,72.12,53
PROD-0311,Calzado Item 311,Calzado,127.77,273
PROD-0312,Moda Item 312,Moda,34.85,23
PROD-0313,Electrohogar Item 313,Electrohogar,3510.32,266
PROD-0314,Electrohogar Item 314,Electrohogar,3429.76,438
PROD-0315,Moda Item 315,Moda,259.23,157
PROD-0316,Calzado Item 316,Calzado,205.84,367
PROD-0317,Calzado Item 317,Calzado,439.04,204
PROD-0318,Tecnología Item 318,Tecnología,3695.8,434
PROD-0319,Moda Item 319,Moda,163.46,250
PROD-0320,Tecnología Item 320,Tecnología,4250.68,224
PROD-0321,Tecnología Item 321,Tecnología,5427.76,301
PROD-0322,Calzado Item 322,Calzado,387.09,247
PROD-0323,Hogar Item 323,Hogar,34.37,484
PROD-0324,Tecnología Item 324,Tecnología,2816.1,17
PROD-0325,Hogar Item 325,Hogar,566.52,71
PROD-0326,Moda Item 326,Moda,106.37,266
PROD-0327,Moda Item 327,Moda,114.81,221
PROD-0328,Hogar Item 328,Hogar,46.16,308
PROD-0329,Hogar Item 329,Hogar,212.14,271
PROD-0330,Electrohogar Item 330,Electrohogar,2751.0,412
PROD-0331,Tecnología Item 331,Tecnología,4188.63,283
PROD-0332,Tecnología Item 332,Tecnología,3309.55,413
PROD-0333,Electrohogar Item 333,Electrohogar,3706.94,412
PROD-0334,Calzado Item 334,Calzado,288.48,2
PROD-0335,Tecnología Item 335,Tecnología,1537.17,134
PROD-0336,Tecnología Item 336,Tecnología,3768.11,467
PROD-0337,Moda Item 337,Moda,56.14,85
PROD-0338,Electrohogar Item 338,Electrohogar,1374.21,431
PROD-0339,Hogar Item 339,Hogar,152.09,229
PROD-0340,Hogar Item 340,Hogar,805.41,182
PROD-0341,Calzado Item 341,Calzado,517.27,263
PROD-0342,Electrohogar Item 342,Electrohogar,4327.88,461
PROD-0343,Tecnología Item 343,Tecnología,4622.94,497
PROD-0344,Calzado Item 344,Calzado,104.45,46
PROD-0345,Tecnología Item 345,Tecnología,4632.7,142
PROD-0346,Tecnología Item 346,Tecnología,249.66,316
PROD-0347,Electrohogar Item 347,Electrohogar,2385.53,132
PROD-0348,Electrohogar Item 348,Electrohogar,4042.45,372
PROD-0349,Hogar Item 349,Hogar,213.6,325
PROD-0350,Hogar Item 350,Hogar,706.7,121
PROD-0351,Calzado Item 351,Calzado,506.51,277
PROD-0352,Moda Item 352,Moda,102.28,201
PROD-0353,Calzado Item 353,Calzado,125.48,16
PROD-0354,Electrohogar Item 354,Electrohogar,2154.02,284
PROD-0355,Electrohogar Item 355,Electrohogar,2264.53,318
PROD-0356,Tecnología Item 356,Tecnología,1366.69,84
PROD-0357,Hogar Item 357,Hogar,251.25,387
PROD-0358,Moda Item 358,Moda,157.35,330
PROD-0359,Tecnología Item 359,Tecnología,3383.14,9
PROD-0360,Moda Item 360,Moda,52.86,385
PROD-0361,Tecnología Item 361,Tecnología,6870.59,290
PROD-0362,Hogar Item 362,Hogar,938.07,421
PROD-0363,Calzado Item 363,Calzado,532.7,76
PROD-0364,Moda Item 364,Moda,85.4,281
PROD-0365,Electrohogar Item 365,Electrohogar,1054.75,416
PROD-0366,Calzado Item 366,Calzado,126.59,357
PROD-0367,Calzado Item 367,Calzado,407.22,343
PROD-0368,Hogar Item 368,Hogar,416.25,482
PROD-0369,Moda Item 369,Moda,55.71,349
PROD-0370,Hogar Item 370,Hogar,39.9,129
PROD-0371,Tecnología Item 371,Tecnología,985.95,449
PROD-0372,Tecnología Item 372,Tecnología,6614.95,304
PROD-0373,Hogar Item 373,Hogar,820.98,290
PROD-0374,Tecnología Item 374,Tecnología,2286.76,272
PROD-0375,Electrohogar Item 375,Electrohogar,4389.75,175
PROD-0376,Tecnología Item 376,Tecnología,5058.18,302
PROD-0377,Electrohogar Item 377,Electrohogar,1470.61,241
PROD-0378,Tecnología Item 378,Tecnología,4329.66,257
PROD-0379,Calzado Item 379,Calzado,138.83,65
PROD-0380,Electrohogar Item 380,Electrohogar,2951.98,159
PROD-0381,Tecnología Item 381,Tecnología,2972.44,129
PROD-0382,Electrohogar Item 382,Electrohogar,2277.24,151
PROD-0383,Tecnología Item 383,Tecnología,2791.74,320
PROD-0384,Electrohogar Item 384,Electrohogar,2276.32,62
PROD-0385,Electrohogar Item 385,Electrohogar,1409.7,166
PROD-0386,Calzado Item 386,Calzado,501.05,433
PROD-0387,Calzado Item 387,Calzado,575.7,224
PROD-0388,Calzado Item 388,Calzado,458.52,425
PROD-0389,Moda Item 389,Moda,109.54,378
PROD-0390,Hogar Item 390,Hogar,501.37,151
PROD-0391,Moda Item 391,Moda,291.6,52
PROD-0392,Hogar Item 392,Hogar,664.29,104
PROD-0393,Tecnología Item 393,Tecnología,6924.7,150
PROD-0394,Calzado Item 394,Calzado,196.92,354
PROD-0395,Moda Item 395,Moda,82.25,51
PROD-0396,Tecnología Item 396,Tecnología,2819.1,307
PROD-0397,Moda Item 397,Moda,235.9,202
PROD-0398,Tecnología Item 398,Tecnología,4391.65,155
PROD-0399,Hogar Item 399,Hogar,652.8,193
PROD-0400,Moda Item 400,Moda,140.59,472
PROD-0401,Calzado Item 401,Calzado,206.13,260
PROD-0402,Moda Item 402,Moda,41.02,318
PROD-0403,Tecnología Item 403,Tecnología,2242.04,434
PROD-0404,Calzado Item 404,Calzado,428.47,64
PROD-0405,Calzado Item 405,Calzado,593.1,325
PROD-0406,Calzado Item 406,Calzado,434.08,313
PROD-0407,Moda Item 407,Moda,265.87,409
PROD-0408,Hogar Item 408,Hogar,623.9,287
PROD-0409,Moda Item 409,Moda,297.49,115
PROD-0410,Hogar Item 410,Hogar,1059.96,485
PROD-0411,Hogar Item 411,Hogar,353.4,340
PROD-0412,Hogar Item 412,Hogar,614.64,425
PROD-0413,Moda Item 413,Moda,270.15,269
PROD-0414,Tecnología Item 414,Tecnología,291.8,269
PROD-0415,Calzado Item 415,Calzado,281.45,456
PROD-0416,Moda Item 416,Moda,303.18,409
PROD-0417,Tecnología Item 417,Tecnología,4002.65,193
PROD-0418,Moda Item 418,Moda,306.21,442
PROD-0419,Electrohogar Item 419,Electrohogar,927.96,110
PROD-0420,Tecnología Item 420,Tecnología,3535.6,201
PROD-0421,Calzado Item 421,Calzado,598.7,80
PROD-0422,Calzado Item 422,Calzado,346.79,191
PROD-0423,Electrohogar Item 423,Electrohogar,2681.39,51
PROD-0424,Electrohogar Item 424,Electrohogar,1369.39,63
PROD-0425,Calzado Item 425,Calzado,392.77,325
PROD-0426,Hogar Item 426,Hogar,1192.36,320
PROD-0427,Electrohogar Item 427,Electrohogar,2165.45,164
PROD-0428,Moda Item 428,Moda,317.09,49
PROD-0429,Electrohogar Item 429,Electrohogar,3547.05,337
PROD-0430,Tecnología Item 430,Tecnología,3334.32,211
PROD-0431,Electrohogar Item 431,Electrohogar,3074.58,423
PROD-0432,Tecnología Item 432,Tecnología,6144.41,283
PROD-0433,Calzado Item 433,Calzado,257.26,92
PROD-0434,Electrohogar Item 434,Electrohogar,846.38,121
PROD-0435,Tecnología Item 435,Tecnología,3214.85,486
PROD-0436,Electrohogar Item 436,Electrohogar,4172.61,281
PROD-0437,Calzado Item 437,Calzado,471.87,67
PROD-0438,Electrohogar Item 438,Electrohogar,582.37,237
PROD-0439,Calzado Item 439,Calzado,535.72,32
PROD-0440,Calzado Item 440,Calzado,338.89,229
PROD-0441,Calzado Item 441,Calzado,262.8,50
PROD-0442,Electrohogar Item 442,Electrohogar,2130.61,219
PROD-0443,Electrohogar Item 443,Electrohogar,1522.95,279
PROD-0444,Hogar Item 444,Hogar,308.97,55
PROD-0445,Moda Item 445,Moda,334.33,5
PROD-0446,Tecnología Item 446,Tecnología,4297.05,405
PROD-0447,Moda Item 447,Moda,111.86,410
PROD-0448,Calzado Item 448,Calzado,488.66,355
PROD-0449,Tecnología Item 449,Tecnología,2681.28,385
PROD-0450,Electrohogar Item 450,Electrohogar,2141.97,324
PROD-0451,Electrohogar Item 451,Electrohogar,2811.47,316
PROD-0452,Moda Item 452,Moda,131.45,439
PROD-0453,Hogar Item 453,Hogar,1042.1,159
PROD-0454,Tecnología Item 454,Tecnología,5243.15,309
PROD-0455,Hogar Item 455,Hogar,229.82,214
PROD-0456,Moda Item 456,Moda,39.93,312
PROD-0457,Moda Item 457,Moda,198.28,148
PROD-0458,Calzado Item 458,Calzado,464.0,444
PROD-0459,Moda Item 459,Moda,95.75,477
PROD-0460,Hogar Item 460,Hogar,538.5,183
PROD-0461,Hogar Item 461,Hogar,381.12,135
PROD-0462,Moda Item 462,Moda,64.41,310
PROD-0463,Tecnología Item 463,Tecnología,213.16,101
PROD-0464,Hogar Item 464,Hogar,720.0,356
PROD-0465,Moda Item 465,Moda,262.69,491
PROD-0466,Electrohogar Item 466,Electrohogar,3144.03,207
PROD-0467,Calzado Item 467,Calzado,398.38,311
PROD-0468,Calzado Item 468,Calzado,431.33,499
PROD-0469,Moda Item 469,Moda,308.07,220
PROD-0470,Calzado Item 470,Calzado,383.86,291
PROD-0471,Calzado Item 471,Calzado,266.3,389
PROD-0472,Moda Item 472,Moda,153.02,179
PROD-0473,Moda Item 473,Moda,280.13,5
PROD-0474,Moda Item 474,Moda,161.69,22
PROD-0475,Hogar Item 475,Hogar,42.42,363
PROD-0476,Moda Item 476,Moda,202.46,278
PROD-0477,Electrohogar Item 477,Electrohogar,964.63,169
PROD-0478,Calzado Item 478,Calzado,216.05,153
PROD-0479,Moda Item 479,Moda,29.72,111
PROD-0480,Electrohogar Item 480,Electrohogar,811.63,90
PROD-0481,Electrohogar Item 481,Electrohogar,3334.94,478
PROD-0482,Hogar Item 482,Hogar,654.55,52
PROD-0483,Hogar Item 483,Hogar,650.82,324
PROD-0484,Hogar Item 484,Hogar,79.42,64
PROD-0485,Electrohogar Item 485,Electrohogar,3996.7,117
PROD-0486,Electrohogar Item 486,Electrohogar,3278.99,34
PROD-0487,Electrohogar Item 487,Electrohogar,3676.96,36
PROD-0488,Hogar Item 488,Hogar,1051.15,368
PROD-0489,Calzado Item 489,Calzado,99.13,225
PROD-0490,Hogar Item 490,Hogar,886.87,387
PROD-0491,Moda Item 491,Moda,160.27,189
PROD-0492,Hogar Item 492,Hogar,816.55,406
PROD-0493,Calzado Item 493,Calzado,178.89,26
PROD-0494,Calzado Item 494,Calzado,242.05,136
PROD-0495,Hogar Item 495,Hogar,210.51,203
PROD-0496,Electrohogar Item 496,Electrohogar,774.04,494
